applicant_id,age,gender,marital_status,education,dependents,employment_status,years_employed,annual_income,credit_score,existing_loans,credit_history_years,loan_amount,loan_term,loan_purpose,interest_rate,property_area,has_cosigner,debt_to_income,total_debt,emi,loan_status
APP104107,54,Female,Married,Bachelor,1,Salaried,15,56313,639,0,5,140064,60,Medical,9.13,Semiurban,No,0.497,140064,2334.4,1
APP104108,35,Male,Married,High School,4,Salaried,0,21385,568,1,5,131656,60,Personal,10.48,Semiurban,No,1.231,156656,2194.27,0
APP104109,40,Female,Single,Bachelor,0,Unemployed,0,15000,704,0,7,127417,60,Personal,7.66,Urban,No,1.699,127417,2123.62,0
APP104110,51,Male,Married,High School,2,Self-Employed,6,30258,740,0,6,217921,60,Home,6.32,Urban,No,1.44,217921,3632.02,0
APP104111,28,Female,Single,High School,2,Salaried,4,42590,841,1,15,75952,60,Education,4.72,Urban,No,0.357,100952,1265.87,1
APP104112,56,Male,Married,Bachelor,0,Salaried,17,72512,648,0,12,209479,36,Business,11.47,Urban,No,0.963,209479,5818.86,1
APP104113,21,Female,Married,Master,4,Self-Employed,8,116449,701,0,12,21572,36,Business,8.68,Urban,No,0.062,21572,599.22,1
APP104114,57,Female,Married,Master,2,Self-Employed,17,123688,769,2,9,5000,120,Medical,6.64,Urban,No,0.004,55000,41.67,1
APP104115,33,Female,Single,PhD,2,Business,8,131202,771,2,3,262858,60,Auto,5.08,Urban,No,0.401,312858,4380.97,1
APP104116,35,Female,Divorced,Bachelor,1,Salaried,10,72151,630,1,11,68169,60,Auto,8.41,Urban,No,0.189,93169,1136.15,1
APP104117,21,Female,Married,Bachelor,1,Unemployed,0,15000,657,0,0,158463,12,Home,8.82,Semiurban,No,10.564,158463,13205.25,0
APP104118,32,Female,Single,Bachelor,0,Salaried,4,15000,637,0,8,128559,60,Home,10.62,Urban,No,1.714,128559,2142.65,0
APP104119,25,Male,Married,Bachelor,0,Salaried,10,73257,607,0,3,177533,60,Business,10.09,Urban,No,0.485,177533,2958.88,0
APP104120,30,Male,Married,High School,2,Salaried,10,47223,797,0,3,154111,60,Auto,6.28,Urban,No,0.653,154111,2568.52,1
APP104121,36,Male,Single,Bachelor,3,Salaried,11,85333,685,2,5,233440,12,Business,9.41,Urban,Yes,2.736,283440,19453.33,0
APP104122,49,Male,Married,High School,0,Unemployed,0,15000,674,1,7,35664,36,Home,7.55,Urban,No,0.793,60664,990.67,0
APP104123,40,Male,Married,Bachelor,2,Self-Employed,0,23905,699,0,7,203674,36,Medical,9.43,Semiurban,No,2.84,203674,5657.61,0
APP104124,41,Male,Single,Bachelor,2,Self-Employed,3,69251,684,0,11,145895,120,Personal,7.94,Urban,No,0.211,145895,1215.79,1
APP104125,24,Male,Married,High School,0,Salaried,13,57515,662,3,7,27419,240,Business,9.92,Urban,No,0.024,102419,114.25,1
APP104126,27,Female,Married,High School,1,Salaried,0,50330,619,1,7,107607,36,Home,11.29,Urban,Yes,0.713,132607,2989.08,1
APP104127,59,Female,Single,High School,1,Salaried,9,39431,805,1,1,21688,60,Home,4.99,Rural,No,0.11,46688,361.47,1
APP104128,29,Male,Married,PhD,2,Self-Employed,7,35349,634,1,1,16141,12,Education,9.32,Urban,No,0.457,41141,1345.08,0
APP104129,57,Male,Married,High School,2,Business,13,36067,605,0,9,115069,12,Personal,10.69,Rural,Yes,3.19,115069,9589.08,0
APP104130,35,Male,Married,High School,0,Salaried,10,50351,673,4,11,244906,12,Education,8.25,Urban,No,4.864,344906,20408.83,0
APP104131,38,Male,Married,Master,1,Salaried,4,23882,850,0,6,175009,60,Medical,4.74,Rural,No,1.466,175009,2916.82,0
APP104132,50,Female,Married,Bachelor,2,Salaried,3,52043,614,1,12,253950,24,Education,9.32,Semiurban,Yes,2.44,278950,10581.25,0
APP104133,53,Male,Married,High School,2,Unemployed,0,15000,736,0,0,156076,60,Business,5.42,Semiurban,No,2.081,156076,2601.27,0
APP104134,36,Male,Single,High School,0,Salaried,11,62123,660,0,9,273981,36,Education,9.86,Urban,No,1.47,273981,7610.58,0
APP104135,33,Female,Married,High School,1,Salaried,0,52753,699,2,3,265727,120,Education,7.01,Rural,No,0.504,315727,2214.39,0
APP104136,37,Female,Married,High School,3,Salaried,8,58849,753,2,3,74000,120,Business,4.65,Semiurban,No,0.126,124000,616.67,1
APP104137,42,Male,Single,High School,0,Salaried,2,47282,542,0,4,155680,120,Auto,12.21,Semiurban,Yes,0.329,155680,1297.33,1
APP104138,48,Female,Married,Bachelor,1,Salaried,9,38864,608,1,7,92205,60,Personal,10.32,Semiurban,Yes,0.475,117205,1536.75,1
APP104139,38,Male,Single,Master,2,Business,10,87084,752,0,10,138414,60,Medical,5.64,Urban,No,0.318,138414,2306.9,1
APP104140,45,Male,Married,Bachelor,0,Unemployed,0,15000,687,3,9,282656,60,Business,9.35,Rural,No,3.769,357656,4710.93,0
APP104141,57,Male,Married,Bachelor,3,Salaried,6,74769,696,1,6,98670,24,Business,8.75,Urban,Yes,0.66,123670,4111.25,1
APP104142,42,Male,Divorced,High School,0,Salaried,8,29856,736,0,11,55107,36,Auto,7.28,Urban,Yes,0.615,55107,1530.75,1
APP104143,41,Male,Single,High School,0,Self-Employed,8,42125,608,0,16,60399,240,Medical,9.49,Semiurban,Yes,0.072,60399,251.66,1
APP104144,21,Male,Married,Master,0,Business,7,118096,764,0,7,118362,60,Personal,6.6,Urban,Yes,0.2,118362,1972.7,1
APP104145,21,Female,Single,High School,0,Salaried,0,70722,745,2,8,449630,36,Business,7.31,Rural,No,2.119,499630,12489.72,0
APP104146,42,Female,Married,Master,0,Business,1,149035,699,0,4,267825,36,Home,7.23,Urban,Yes,0.599,267825,7439.58,1
APP104147,36,Male,Married,Bachelor,2,Business,0,61017,717,0,6,5000,36,Business,8.78,Semiurban,No,0.027,5000,138.89,1
APP104148,31,Male,Married,Master,0,Salaried,11,82935,773,3,14,147135,36,Auto,7.1,Semiurban,No,0.591,222135,4087.08,1
APP104149,40,Female,Married,High School,3,Self-Employed,7,85077,632,0,14,99683,120,Education,9.22,Semiurban,No,0.117,99683,830.69,1
APP104150,37,Male,Married,High School,1,Self-Employed,7,63318,732,0,6,228905,36,Personal,9.1,Urban,No,1.205,228905,6358.47,0
APP104151,51,Female,Single,Master,1,Self-Employed,0,31268,819,0,10,55679,36,Auto,5.32,Urban,No,0.594,55679,1546.64,1
APP104152,39,Female,Single,Master,1,Salaried,7,48254,731,0,12,67084,24,Auto,8.93,Rural,Yes,0.695,67084,2795.17,1
APP104153,29,Male,Married,High School,2,Salaried,11,24641,662,1,5,104281,120,Home,9.05,Rural,No,0.423,129281,869.01,1
APP104154,49,Male,Married,PhD,1,Salaried,0,153629,850,1,1,94663,240,Home,5.76,Semiurban,No,0.031,119663,394.43,1
APP104155,35,Male,Single,High School,0,Business,4,95977,698,0,11,202123,36,Home,7.67,Urban,No,0.702,202123,5614.53,1
APP104156,44,Male,Married,High School,3,Salaried,0,31061,791,0,12,123235,60,Education,4.31,Rural,No,0.794,123235,2053.92,0
APP104157,32,Male,Married,Bachelor,1,Salaried,5,43835,646,0,11,230259,240,Personal,9.56,Semiurban,No,0.263,230259,959.41,1
APP104158,30,Male,Married,Bachelor,0,Business,2,91675,765,0,6,85172,36,Medical,5.51,Urban,Yes,0.31,85172,2365.89,1
APP104159,39,Male,Married,PhD,1,Salaried,10,98986,636,0,15,219260,36,Home,8.67,Urban,No,0.738,219260,6090.56,1
APP104160,38,Male,Married,Bachelor,1,Self-Employed,9,43130,705,0,9,57436,60,Education,7.98,Semiurban,No,0.266,57436,957.27,1
APP104161,43,Male,Single,High School,0,Salaried,15,37640,631,0,2,199180,12,Medical,8.74,Semiurban,No,5.292,199180,16598.33,0
APP104162,34,Male,Single,Bachelor,2,Salaried,7,23659,832,2,0,110009,36,Education,5.33,Urban,Yes,1.55,160009,3055.81,0
APP104163,21,Male,Married,High School,2,Salaried,10,64265,662,0,6,221330,60,Personal,8.96,Urban,Yes,0.689,221330,3688.83,1
APP104164,32,Male,Divorced,Bachelor,2,Unemployed,0,15000,591,1,9,5000,240,Personal,8.71,Urban,No,0.017,30000,20.83,1
APP104165,47,Male,Married,Bachelor,1,Business,1,23571,687,0,6,87339,60,Auto,8.53,Urban,Yes,0.741,87339,1455.65,0
APP104166,34,Female,Married,High School,4,Salaried,13,49613,722,1,17,243466,24,Medical,6.94,Semiurban,No,2.454,268466,10144.42,0
APP104167,35,Male,Divorced,Bachelor,0,Unemployed,0,15000,677,2,10,133852,36,Education,7.39,Urban,No,2.974,183852,3718.11,0
APP104168,49,Female,Married,Bachelor,1,Business,12,71213,614,1,3,13899,36,Auto,7.72,Urban,No,0.065,38899,386.08,1
APP104169,29,Male,Married,Bachelor,0,Salaried,8,61579,762,0,0,93440,24,Business,5.21,Urban,Yes,0.759,93440,3893.33,0
APP104170,21,Male,Married,Bachelor,2,Salaried,2,76882,780,0,9,180686,36,Business,6.42,Urban,No,0.783,180686,5019.06,1
APP104171,36,Male,Married,High School,0,Salaried,14,38131,548,2,12,85127,36,Business,11.08,Urban,No,0.744,135127,2364.64,0
APP104172,32,Female,Married,High School,0,Self-Employed,11,87762,609,0,17,242884,36,Medical,10.34,Urban,No,0.923,242884,6746.78,1
APP104173,26,Male,Single,High School,2,Self-Employed,20,50390,667,0,6,236808,36,Personal,10.38,Urban,No,1.567,236808,6578.0,0
APP104174,35,Male,Single,High School,1,Salaried,1,62838,637,3,16,203417,36,Medical,10.62,Urban,No,1.079,278417,5650.47,0
APP104175,43,Male,Married,Bachelor,0,Salaried,13,66963,722,1,1,232467,60,Home,8.56,Urban,Yes,0.694,257467,3874.45,1
APP104176,37,Male,Married,PhD,1,Salaried,11,181248,827,2,6,108785,60,Medical,6.65,Rural,No,0.12,158785,1813.08,1
APP104177,41,Male,Married,Bachelor,2,Salaried,5,86459,649,0,2,268969,60,Business,9.2,Semiurban,Yes,0.622,268969,4482.82,1
APP104178,59,Female,Married,Bachelor,0,Salaried,16,61086,806,0,11,236050,12,Personal,6.04,Semiurban,Yes,3.864,236050,19670.83,0
APP104179,33,Male,Single,Bachelor,0,Salaried,10,75720,562,1,1,139689,24,Business,12.3,Urban,No,0.922,164689,5820.38,0
APP104180,41,Female,Single,High School,4,Salaried,2,37435,716,1,10,19883,24,Medical,7.9,Rural,No,0.266,44883,828.46,1
APP104181,31,Male,Married,Master,1,Unemployed,0,15000,632,0,1,5000,12,Home,9.6,Rural,Yes,0.333,5000,416.67,0
APP104182,27,Female,Married,PhD,1,Salaried,2,43863,718,1,16,229173,24,Personal,8.81,Urban,No,2.612,254173,9548.88,0
APP104183,30,Female,Married,Bachelor,2,Salaried,5,39793,539,1,6,21114,24,Home,10.94,Semiurban,No,0.265,46114,879.75,0
APP104184,32,Male,Single,High School,1,Salaried,12,78066,577,0,9,76295,60,Medical,10.33,Urban,No,0.195,76295,1271.58,1
APP104185,42,Female,Divorced,Master,0,Salaried,13,38868,718,1,0,188166,60,Personal,6.28,Semiurban,No,0.968,213166,3136.1,0
APP104186,66,Female,Married,High School,0,Self-Employed,9,36634,629,0,0,46019,24,Home,8.96,Rural,Yes,0.628,46019,1917.46,1
APP104187,29,Male,Married,Master,1,Self-Employed,3,89944,654,1,4,344746,24,Personal,8.59,Rural,Yes,1.916,369746,14364.42,0
APP104188,33,Male,Married,Master,3,Salaried,10,76036,826,0,12,168995,24,Medical,5.21,Urban,No,1.111,168995,7041.46,1
APP104189,37,Female,Single,High School,0,Salaried,12,48715,691,1,11,268247,36,Personal,8.99,Rural,No,1.835,293247,7451.31,0
APP104190,42,Male,Married,PhD,0,Salaried,0,77235,752,0,13,233406,36,Home,5.95,Urban,Yes,1.007,233406,6483.5,1
APP104191,41,Male,Married,PhD,3,Salaried,8,113815,619,2,0,5000,12,Business,11.11,Rural,No,0.044,55000,416.67,0
APP104192,53,Female,Married,PhD,0,Self-Employed,6,170034,572,1,10,209556,60,Auto,8.5,Semiurban,No,0.246,234556,3492.6,1
APP104193,21,Male,Married,Bachelor,1,Salaried,13,91665,673,1,5,148709,120,Home,9.14,Rural,No,0.162,173709,1239.24,0
APP104194,21,Female,Single,High School,0,Business,10,55977,560,3,3,145002,60,Business,11.62,Urban,No,0.518,220002,2416.7,0
APP104195,32,Female,Married,Bachelor,1,Self-Employed,10,90340,624,0,5,147968,12,Auto,10.21,Rural,No,1.638,147968,12330.67,0
APP104196,51,Female,Divorced,Bachelor,1,Salaried,5,31346,699,1,7,234377,60,Medical,9.12,Rural,No,1.495,259377,3906.28,0
APP104197,21,Male,Single,High School,0,Salaried,8,29369,671,0,11,281629,36,Business,8.37,Urban,Yes,3.196,281629,7823.03,0
APP104198,21,Male,Single,Bachelor,1,Unemployed,0,15000,706,3,13,54630,120,Home,9.13,Urban,No,0.364,129630,455.25,1
APP104199,44,Male,Divorced,Bachelor,2,Salaried,7,58856,728,2,10,156184,36,Home,6.75,Urban,No,0.885,206184,4338.44,1
APP104200,40,Male,Single,High School,2,Salaried,9,26963,584,2,11,262153,60,Home,9.71,Semiurban,No,1.945,312153,4369.22,0
APP104201,24,Male,Married,High School,1,Salaried,0,15387,604,0,17,133407,12,Auto,11.99,Urban,Yes,8.67,133407,11117.25,0
APP104202,26,Male,Married,High School,1,Self-Employed,7,42293,505,0,11,166238,60,Business,12.08,Urban,No,0.786,166238,2770.63,1
APP104203,26,Male,Married,Bachelor,1,Salaried,0,16785,650,0,6,167382,12,Medical,9.95,Urban,No,9.972,167382,13948.5,0
APP104204,39,Male,Married,Bachelor,1,Unemployed,0,15000,738,1,10,319181,36,Education,7.74,Urban,No,7.093,344181,8866.14,0
APP104205,30,Male,Single,High School,2,Self-Employed,8,38692,799,0,16,209868,120,Business,6.74,Semiurban,No,0.542,209868,1748.9,1
APP104206,43,Female,Single,PhD,2,Business,12,203118,695,0,3,315649,60,Auto,6.09,Semiurban,No,0.311,315649,5260.82,1
APP104207,21,Female,Married,High School,1,Salaried,2,33388,789,1,5,289487,120,Education,6.6,Urban,No,0.867,314487,2412.39,0
APP104208,27,Female,Married,Bachelor,0,Business,10,45189,710,2,15,131836,36,Education,7.82,Urban,No,0.972,181836,3662.11,1
APP104209,24,Male,Married,Master,0,Salaried,16,116204,688,0,6,174062,60,Business,9.21,Urban,No,0.3,174062,2901.03,1
APP104210,34,Female,Married,Master,0,Salaried,4,80882,631,3,11,314172,60,Education,8.58,Urban,No,0.777,389172,5236.2,0
APP104211,31,Female,Single,High School,3,Unemployed,0,15000,489,0,14,58661,36,Auto,13.41,Urban,No,1.304,58661,1629.47,0
APP104212,47,Male,Single,Master,2,Salaried,9,62838,777,0,1,210888,60,Home,5.25,Semiurban,No,0.671,210888,3514.8,0
APP104213,21,Male,Married,Master,1,Unemployed,0,15000,675,2,5,211693,12,Home,8.05,Urban,Yes,14.113,261693,17641.08,0
APP104214,38,Male,Married,Bachelor,0,Salaried,3,85119,791,1,14,127887,24,Personal,4.6,Urban,No,0.751,152887,5328.62,1
APP104215,44,Male,Single,Bachelor,0,Unemployed,0,15000,604,3,7,119565,24,Auto,8.84,Rural,No,3.986,194565,4981.88,0
APP104216,60,Male,Single,High School,3,Salaried,19,44685,850,1,0,130543,36,Medical,5.01,Urban,Yes,0.974,155543,3626.19,0
APP104217,32,Male,Single,Bachelor,3,Business,1,215072,660,3,5,206195,36,Home,10.17,Urban,No,0.32,281195,5727.64,1
APP104218,41,Female,Single,Bachelor,0,Salaried,3,52985,624,0,11,267837,60,Home,9.55,Semiurban,No,1.011,267837,4463.95,0
APP104219,21,Male,Married,Master,2,Salaried,5,36742,662,1,14,209121,24,Business,7.48,Semiurban,Yes,2.846,234121,8713.38,0
APP104220,21,Male,Divorced,Bachelor,1,Self-Employed,4,41923,693,4,8,49378,60,Auto,6.03,Urban,No,0.236,149378,822.97,1
APP104221,48,Female,Married,Bachelor,0,Business,19,79697,674,0,10,270468,36,Medical,9.19,Semiurban,No,1.131,270468,7513.0,0
APP104222,37,Male,Divorced,High School,2,Salaried,4,68578,638,0,6,245434,60,Medical,8.58,Semiurban,Yes,0.716,245434,4090.57,0
APP104223,52,Female,Divorced,High School,1,Salaried,5,38738,535,0,12,130351,60,Business,10.78,Semiurban,No,0.673,130351,2172.52,1
APP104224,21,Male,Married,High School,2,Salaried,17,69405,615,2,15,97641,60,Medical,10.78,Rural,No,0.281,147641,1627.35,1
APP104225,44,Female,Single,High School,0,Salaried,11,49602,765,1,11,77345,24,Medical,6.57,Rural,Yes,0.78,102345,3222.71,1
APP104226,60,Male,Married,Bachelor,0,Salaried,13,87084,609,1,7,235946,60,Business,9.52,Semiurban,No,0.542,260946,3932.43,1
APP104227,43,Male,Single,Master,0,Business,2,135874,542,2,10,5000,60,Education,11.32,Rural,No,0.007,55000,83.33,1
APP104228,41,Male,Single,Bachelor,0,Salaried,4,69481,595,2,12,237909,120,Home,11.58,Semiurban,Yes,0.342,287909,1982.58,1
APP104229,38,Female,Single,Bachelor,1,Salaried,1,78817,672,1,8,113893,60,Business,8.81,Semiurban,Yes,0.289,138893,1898.22,1
APP104230,21,Female,Married,Bachelor,0,Unemployed,0,15000,619,2,12,172792,60,Auto,7.46,Rural,No,2.304,222792,2879.87,0
APP104231,54,Male,Single,High School,1,Salaried,15,32275,657,1,9,5000,120,Home,8.04,Rural,No,0.015,30000,41.67,1
APP104232,30,Female,Single,High School,1,Self-Employed,4,57740,616,1,15,8132,24,Home,9.4,Rural,Yes,0.07,33132,338.83,1
APP104233,44,Male,Married,High School,2,Self-Employed,5,91163,760,0,11,95650,60,Education,7.66,Semiurban,No,0.21,95650,1594.17,1
APP104234,21,Female,Married,Bachelor,1,Business,6,32221,719,0,5,77008,36,Home,6.38,Semiurban,Yes,0.797,77008,2139.11,1
APP104235,23,Female,Married,High School,2,Self-Employed,0,15000,850,2,15,210673,120,Auto,5.15,Urban,No,1.404,260673,1755.61,0
APP104236,55,Male,Married,High School,0,Self-Employed,3,44861,649,0,10,174256,36,Business,8.94,Semiurban,No,1.295,174256,4840.44,0
APP104237,33,Male,Single,Bachelor,0,Salaried,12,85771,657,0,7,304725,60,Business,9.88,Semiurban,Yes,0.711,304725,5078.75,1
APP104238,55,Female,Single,PhD,0,Salaried,2,98055,774,1,1,191066,36,Auto,5.52,Urban,No,0.65,216066,5307.39,0
APP104239,37,Female,Married,Bachelor,0,Business,8,46150,711,1,9,97993,60,Medical,7.95,Urban,Yes,0.425,122993,1633.22,1
APP104240,21,Female,Married,Master,0,Salaried,0,80570,604,0,17,247867,12,Home,11.45,Urban,Yes,3.076,247867,20655.58,0
APP104241,48,Female,Married,Bachelor,0,Salaried,7,16675,724,2,0,112954,60,Personal,8.42,Semiurban,Yes,1.355,162954,1882.57,0
APP104242,30,Male,Married,Bachelor,1,Business,4,113584,711,1,0,108360,24,Auto,8.38,Semiurban,No,0.477,133360,4515.0,0
APP104243,46,Female,Married,Bachelor,4,Self-Employed,0,62726,536,2,11,150169,24,Auto,10.97,Urban,Yes,1.197,200169,6257.04,0
APP104244,38,Male,Divorced,Master,0,Salaried,12,75333,627,1,9,279535,12,Personal,9.61,Rural,No,3.711,304535,23294.58,0
APP104245,21,Female,Married,High School,2,Unemployed,0,15000,695,0,11,234084,36,Home,7.99,Semiurban,Yes,5.202,234084,6502.33,0
APP104246,39,Male,Single,High School,0,Business,2,68399,795,0,5,231590,36,Auto,6.96,Semiurban,No,1.129,231590,6433.06,0
APP104247,64,Male,Married,High School,2,Unemployed,0,15000,735,0,0,306841,24,Auto,7.83,Semiurban,No,10.228,306841,12785.04,0
APP104248,43,Male,Single,Bachelor,1,Unemployed,0,15000,634,0,3,229694,24,Auto,8.69,Rural,No,7.656,229694,9570.58,0
APP104249,37,Male,Single,Master,3,Salaried,0,103900,623,0,15,51723,120,Medical,11.29,Rural,Yes,0.05,51723,431.02,1
APP104250,50,Male,Single,High School,0,Business,0,16425,743,3,5,193065,36,Medical,8.34,Rural,No,3.918,268065,5362.92,0
APP104251,40,Female,Married,High School,0,Self-Employed,15,45564,485,2,5,279852,60,Education,11.43,Urban,No,1.228,329852,4664.2,0
APP104252,40,Female,Single,Master,0,Business,1,64336,615,1,0,28541,24,Personal,9.36,Urban,No,0.222,53541,1189.21,1
APP104253,24,Male,Single,Bachelor,1,Business,15,42447,792,0,0,148770,120,Medical,6.0,Semiurban,Yes,0.35,148770,1239.75,0
APP104254,40,Female,Married,Bachelor,3,Salaried,0,73378,703,0,13,64571,60,Business,8.76,Rural,No,0.176,64571,1076.18,1
APP104255,50,Female,Married,Master,2,Salaried,11,64374,619,0,6,160277,60,Home,8.81,Urban,No,0.498,160277,2671.28,1
APP104256,27,Male,Married,Bachelor,2,Salaried,6,56430,583,3,12,240818,36,Education,9.67,Urban,No,1.423,315818,6689.39,0
APP104257,55,Male,Married,Bachelor,1,Business,6,64886,747,1,4,257418,120,Home,7.94,Rural,No,0.397,282418,2145.15,1
APP104258,36,Female,Single,High School,3,Business,19,72717,686,2,0,135265,36,Auto,8.84,Semiurban,Yes,0.62,185265,3757.36,1
APP104259,27,Female,Single,High School,1,Salaried,0,53871,662,1,6,202911,60,Business,6.81,Semiurban,No,0.753,227911,3381.85,1
APP104260,49,Male,Single,Bachelor,0,Self-Employed,11,137107,709,1,5,29674,60,Home,8.48,Semiurban,No,0.043,54674,494.57,1
APP104261,34,Male,Married,Bachelor,2,Business,11,83213,693,1,3,10123,240,Home,6.67,Urban,No,0.006,35123,42.18,1
APP104262,47,Male,Married,PhD,0,Salaried,28,38063,687,0,3,239567,24,Education,7.63,Rural,No,3.147,239567,9981.96,0
APP104263,34,Male,Single,PhD,0,Salaried,1,75844,574,0,7,5000,24,Home,10.16,Semiurban,No,0.033,5000,208.33,1
APP104264,37,Male,Single,Master,0,Salaried,4,105529,597,2,5,95013,36,Education,9.59,Semiurban,No,0.3,145013,2639.25,1
APP104265,43,Male,Divorced,High School,1,Unemployed,0,15000,739,1,3,204152,120,Personal,6.57,Semiurban,No,1.361,229152,1701.27,0
APP104266,41,Female,Married,PhD,1,Business,6,55072,724,0,17,167649,12,Home,6.48,Urban,Yes,3.044,167649,13970.75,0
APP104267,21,Female,Married,Bachelor,0,Salaried,5,41204,710,1,10,5000,36,Auto,8.31,Semiurban,Yes,0.04,30000,138.89,1
APP104268,24,Male,Single,High School,2,Salaried,13,32666,633,0,8,192052,36,Personal,7.73,Urban,No,1.96,192052,5334.78,0
APP104269,49,Male,Single,Bachelor,2,Self-Employed,6,39519,741,1,7,81096,36,Business,6.65,Urban,No,0.684,106096,2252.67,1
APP104270,36,Female,Married,High School,3,Business,2,68708,650,0,11,159665,12,Home,9.79,Semiurban,No,2.324,159665,13305.42,0
APP104271,31,Female,Married,High School,1,Self-Employed,12,48740,784,3,10,100080,120,Auto,6.72,Semiurban,No,0.205,175080,834.0,1
APP104272,21,Female,Married,Master,2,Salaried,10,103665,620,0,2,94624,12,Business,8.22,Rural,Yes,0.913,94624,7885.33,1
APP104273,25,Female,Married,Bachelor,2,Salaried,6,48853,637,1,0,6029,36,Business,7.33,Semiurban,Yes,0.041,31029,167.47,1
APP104274,21,Male,Married,High School,0,Unemployed,0,15000,667,0,0,121277,12,Home,7.57,Urban,No,8.085,121277,10106.42,0
APP104275,36,Female,Married,Bachelor,0,Salaried,2,47693,747,0,16,248895,60,Home,4.88,Urban,No,1.044,248895,4148.25,1
APP104276,30,Male,Single,Master,1,Salaried,12,41287,677,1,5,116189,60,Business,8.55,Urban,No,0.563,141189,1936.48,0
APP104277,26,Male,Married,Bachelor,0,Business,5,69636,683,4,10,119824,60,Education,7.88,Rural,No,0.344,219824,1997.07,1
APP104278,37,Male,Married,High School,0,Unemployed,0,15000,648,1,9,93639,60,Home,8.66,Urban,Yes,1.249,118639,1560.65,0
APP104279,42,Male,Single,High School,1,Self-Employed,0,87952,701,0,12,47110,120,Personal,8.49,Semiurban,Yes,0.054,47110,392.58,1
APP104280,63,Female,Married,High School,0,Self-Employed,10,53392,674,1,7,70177,36,Home,9.39,Urban,No,0.438,95177,1949.36,1
APP104281,21,Female,Married,PhD,0,Salaried,4,64183,617,0,1,167726,120,Auto,9.9,Semiurban,No,0.261,167726,1397.72,1
APP104282,51,Male,Divorced,Bachelor,1,Salaried,0,50558,690,1,2,346739,24,Home,7.98,Urban,No,3.429,371739,14447.46,0
APP104283,49,Male,Married,Bachelor,2,Salaried,0,15000,692,0,6,228043,36,Medical,7.46,Semiurban,Yes,5.068,228043,6334.53,0
APP104284,28,Male,Married,Bachelor,2,Self-Employed,6,115030,850,2,0,199603,12,Personal,4.65,Semiurban,No,1.735,249603,16633.58,0
APP104285,40,Male,Married,Master,1,Salaried,6,121437,631,0,3,309319,36,Home,9.59,Urban,Yes,0.849,309319,8592.19,0
APP104286,32,Male,Married,Bachelor,1,Business,6,94032,612,0,2,187434,36,Home,10.69,Urban,No,0.664,187434,5206.5,1
APP104287,40,Female,Married,Bachelor,1,Salaried,5,67986,702,2,6,235970,120,Business,6.57,Rural,No,0.347,285970,1966.42,1
APP104288,56,Female,Married,High School,0,Salaried,0,19815,600,3,5,167113,36,Education,8.87,Semiurban,No,2.811,242113,4642.03,0
APP104289,45,Female,Single,High School,0,Salaried,2,21088,594,0,8,186161,60,Home,10.11,Semiurban,Yes,1.766,186161,3102.68,0
APP104290,44,Female,Married,PhD,2,Self-Employed,15,33729,565,0,12,37319,120,Personal,8.59,Urban,Yes,0.111,37319,310.99,1
APP104291,32,Male,Married,PhD,1,Salaried,14,89557,618,1,6,125202,36,Education,9.93,Semiurban,No,0.466,150202,3477.83,1
APP104292,21,Male,Married,PhD,2,Business,11,207662,620,1,0,105046,24,Auto,10.66,Urban,No,0.253,130046,4376.92,1
APP104293,35,Male,Single,PhD,2,Salaried,10,80671,577,3,0,100802,60,Auto,12.82,Urban,No,0.25,175802,1680.03,0
APP104294,52,Male,Married,Master,0,Self-Employed,13,107160,659,0,8,96107,36,Education,8.9,Rural,No,0.299,96107,2669.64,1
APP104295,21,Female,Married,Bachelor,1,Self-Employed,1,101365,490,0,4,264480,60,Education,13.06,Urban,No,0.522,264480,4408.0,1
APP104296,25,Male,Divorced,Master,1,Salaried,8,25216,719,0,7,120516,24,Auto,7.64,Semiurban,No,2.39,120516,5021.5,0
APP104297,39,Male,Married,Bachelor,1,Self-Employed,1,127366,635,1,9,138443,24,Education,10.92,Urban,No,0.543,163443,5768.46,1
APP104298,26,Male,Married,High School,1,Self-Employed,1,74703,647,2,15,331179,60,Auto,8.64,Urban,No,0.887,381179,5519.65,1
APP104299,28,Female,Single,High School,4,Business,10,76489,726,2,0,212036,240,Home,7.81,Rural,No,0.139,262036,883.48,1
APP104300,32,Male,Married,PhD,2,Business,13,199445,709,3,2,150636,24,Business,8.42,Urban,Yes,0.378,225636,6276.5,1
APP104301,21,Female,Single,High School,3,Salaried,6,58993,629,0,7,234671,60,Business,9.81,Urban,No,0.796,234671,3911.18,1
APP104302,26,Female,Married,Master,0,Salaried,17,87510,716,1,2,96471,60,Medical,6.91,Semiurban,Yes,0.22,121471,1607.85,1
APP104303,46,Male,Married,High School,0,Salaried,9,66994,803,2,0,116027,120,Home,4.57,Rural,No,0.173,166027,966.89,1
APP104304,22,Male,Married,High School,0,Unemployed,0,15000,599,2,14,121067,36,Auto,11.04,Semiurban,No,2.69,171067,3362.97,0
APP104305,21,Female,Married,High School,0,Salaried,1,50081,740,0,2,169964,240,Personal,7.45,Rural,Yes,0.17,169964,708.18,1
APP104306,30,Male,Married,High School,1,Self-Employed,14,78154,590,1,1,187337,12,Home,10.28,Semiurban,No,2.397,212337,15611.42,0
APP104307,46,Female,Single,High School,1,Self-Employed,8,15000,774,1,2,74062,240,Business,7.41,Urban,Yes,0.247,99062,308.59,1
